offer_id,hotel_id,provider_name,date_scraped,price_eur,room_type,hotel_avg_price,is_outlier
71,1,Agoda,2026-01-01,144.89,Standard,182.93385057471266,False
72,1,Agoda,2026-01-08,154.35,Deluxe,182.93385057471266,False
73,1,Agoda,2026-01-15,137.06,Standard,182.93385057471266,False
74,1,Agoda,2026-01-22,158.0,Standard,182.93385057471266,False
75,1,Agoda,2026-01-29,158.22,Standard,182.93385057471266,False
76,1,Agoda,2026-02-05,144.14,Standard,182.93385057471266,False
77,1,Agoda,2026-02-12,153.1,Deluxe,182.93385057471266,False
78,1,Agoda,2026-02-19,160.19,Standard,182.93385057471266,False
79,1,Agoda,2026-02-26,149.51,Suite,182.93385057471266,False
80,1,Agoda,2026-03-05,148.1,Standard,182.93385057471266,False
81,1,Agoda,2026-03-12,148.98,Deluxe,182.93385057471266,False
82,1,Agoda,2026-03-19,152.41,Standard,182.93385057471266,False
83,1,Agoda,2026-03-26,145.78,Deluxe,182.93385057471266,False
84,1,Agoda,2026-04-02,147.48,Deluxe,182.93385057471266,False
85,1,Agoda,2026-04-09,152.56,Suite,182.93385057471266,False
86,1,Agoda,2026-04-16,146.88,Standard,182.93385057471266,False
87,1,Agoda,2026-04-23,141.76,Standard,182.93385057471266,False
88,1,Agoda,2026-04-30,136.49,Deluxe,182.93385057471266,False
89,1,Agoda,2026-05-07,150.74,Standard,182.93385057471266,False
90,1,Agoda,2026-05-14,159.64,Deluxe,182.93385057471266,False
91,1,Agoda,2026-05-21,153.48,Standard,182.93385057471266,False
92,1,Agoda,2026-05-28,142.02,Suite,182.93385057471266,False
93,1,Agoda,2026-06-04,144.84,Deluxe,182.93385057471266,False
94,1,Agoda,2026-06-11,148.05,Standard,182.93385057471266,False
95,1,Agoda,2026-06-18,164.33,Standard,182.93385057471266,False
96,1,Agoda,2026-06-25,164.84,Standard,182.93385057471266,False
97,1,Agoda,2026-07-02,163.7,Deluxe,182.93385057471266,False
98,1,Agoda,2026-07-09,151.49,Standard,182.93385057471266,False
99,1,Agoda,2026-07-16,174.42,Standard,182.93385057471266,False
100,1,Agoda,2026-07-23,145.18,Deluxe,182.93385057471266,False
101,1,Agoda,2026-07-30,147.78,Standard,182.93385057471266,False
102,1,Agoda,2026-08-06,157.34,Standard,182.93385057471266,False
103,1,Agoda,2026-08-13,152.6,Standard,182.93385057471266,False
104,1,Agoda,2026-08-20,153.04,Deluxe,182.93385057471266,False
105,1,Agoda,2026-08-27,135.93,Suite,182.93385057471266,False
106,1,Booking.com,2026-01-01,132.62,Deluxe,182.93385057471266,False
107,1,Booking.com,2026-01-08,143.53,Standard,182.93385057471266,False
108,1,Booking.com,2026-01-15,148.87,Standard,182.93385057471266,False
109,1,Booking.com,2026-01-22,140.02,Standard,182.93385057471266,False
110,1,Booking.com,2026-01-29,142.6,Standard,182.93385057471266,False
111,1,Booking.com,2026-02-05,135.73,Suite,182.93385057471266,False
112,1,Booking.com,2026-02-12,143.38,Standard,182.93385057471266,False
113,1,Booking.com,2026-02-19,128.93,Standard,182.93385057471266,False
114,1,Booking.com,2026-02-26,141.35,Deluxe,182.93385057471266,False
115,1,Booking.com,2026-03-05,142.73,Suite,182.93385057471266,False
116,1,Booking.com,2026-03-12,149.7,Suite,182.93385057471266,False
117,1,Booking.com,2026-03-19,134.56,Standard,182.93385057471266,False
119,1,Booking.com,2026-04-02,139.85,Standard,182.93385057471266,False
120,1,Booking.com,2026-04-09,130.75,Deluxe,182.93385057471266,False
121,1,Booking.com,2026-04-16,138.95,Standard,182.93385057471266,False
122,1,Booking.com,2026-04-23,143.21,Standard,182.93385057471266,False
123,1,Booking.com,2026-04-30,150.43,Standard,182.93385057471266,False
124,1,Booking.com,2026-05-07,136.77,Standard,182.93385057471266,False
125,1,Booking.com,2026-05-14,131.96,Standard,182.93385057471266,False
126,1,Booking.com,2026-05-21,143.66,Deluxe,182.93385057471266,False
127,1,Booking.com,2026-05-28,154.28,Suite,182.93385057471266,False
128,1,Booking.com,2026-06-04,157.66,Deluxe,182.93385057471266,False
129,1,Booking.com,2026-06-11,133.8,Standard,182.93385057471266,False
130,1,Booking.com,2026-06-18,135.24,Standard,182.93385057471266,False
131,1,Booking.com,2026-06-25,145.77,Standard,182.93385057471266,False
132,1,Booking.com,2026-07-02,138.48,Deluxe,182.93385057471266,False
133,1,Booking.com,2026-07-09,151.2,Deluxe,182.93385057471266,False
135,1,Booking.com,2026-07-23,152.67,Standard,182.93385057471266,False
136,1,Booking.com,2026-07-30,140.66,Suite,182.93385057471266,False
137,1,Booking.com,2026-08-06,143.78,Deluxe,182.93385057471266,False
138,1,Booking.com,2026-08-13,141.74,Standard,182.93385057471266,False
139,1,Booking.com,2026-08-20,141.72,Standard,182.93385057471266,False
140,1,Booking.com,2026-08-27,141.27,Standard,182.93385057471266,False
141,1,HRS,2026-01-01,155.34,Standard,182.93385057471266,False
142,1,HRS,2026-01-08,164.45,Standard,182.93385057471266,False
143,1,HRS,2026-01-15,156.41,Standard,182.93385057471266,False
144,1,HRS,2026-01-22,151.27,Standard,182.93385057471266,False
145,1,HRS,2026-01-29,158.51,Suite,182.93385057471266,False
146,1,HRS,2026-02-05,158.67,Deluxe,182.93385057471266,False
147,1,HRS,2026-02-12,161.05,Standard,182.93385057471266,False
148,1,HRS,2026-02-19,149.23,Standard,182.93385057471266,False
150,1,HRS,2026-03-05,124.22,Standard,182.93385057471266,False
151,1,HRS,2026-03-12,155.37,Suite,182.93385057471266,False
152,1,HRS,2026-03-19,143.1,Standard,182.93385057471266,False
153,1,HRS,2026-03-26,162.35,Deluxe,182.93385057471266,False
154,1,HRS,2026-04-02,168.97,Deluxe,182.93385057471266,False
155,1,HRS,2026-04-09,155.03,Standard,182.93385057471266,False
156,1,HRS,2026-04-16,152.93,Standard,182.93385057471266,False
157,1,HRS,2026-04-23,151.1,Standard,182.93385057471266,False
158,1,HRS,2026-04-30,141.57,Standard,182.93385057471266,False
159,1,HRS,2026-05-07,146.3,Standard,182.93385057471266,False
160,1,HRS,2026-05-14,152.2,Standard,182.93385057471266,False
161,1,HRS,2026-05-21,151.13,Standard,182.93385057471266,False
162,1,HRS,2026-05-28,156.62,Standard,182.93385057471266,False
163,1,HRS,2026-06-04,144.02,Standard,182.93385057471266,False
164,1,HRS,2026-06-11,148.8,Standard,182.93385057471266,False
165,1,HRS,2026-06-18,155.31,Suite,182.93385057471266,False
166,1,HRS,2026-06-25,140.31,Standard,182.93385057471266,False
167,1,HRS,2026-07-02,157.52,Deluxe,182.93385057471266,False
168,1,HRS,2026-07-09,156.74,Standard,182.93385057471266,False
169,1,HRS,2026-07-16,154.45,Deluxe,182.93385057471266,False
170,1,HRS,2026-07-23,156.53,Standard,182.93385057471266,False
171,1,HRS,2026-07-30,148.27,Standard,182.93385057471266,False
172,1,HRS,2026-08-06,163.17,Standard,182.93385057471266,False
173,1,HRS,2026-08-13,161.92,Standard,182.93385057471266,False
174,1,HRS,2026-08-20,154.61,Deluxe,182.93385057471266,False
175,1,HRS,2026-08-27,152.86,Suite,182.93385057471266,False
176,2,Booking.com,2026-01-01,104.71,Standard,98.23644927536232,False
177,2,Booking.com,2026-01-08,108.2,Deluxe,98.23644927536232,False
178,2,Booking.com,2026-01-15,108.65,Standard,98.23644927536232,False
179,2,Booking.com,2026-01-22,98.23,Standard,98.23644927536232,False
180,2,Booking.com,2026-01-29,102.07,Deluxe,98.23644927536232,False
181,2,Booking.com,2026-02-05,99.23,Deluxe,98.23644927536232,False
182,2,Booking.com,2026-02-12,104.97,Standard,98.23644927536232,False
183,2,Booking.com,2026-02-19,102.93,Standard,98.23644927536232,False
184,2,Booking.com,2026-02-26,106.48,Suite,98.23644927536232,False
185,2,Booking.com,2026-03-05,106.84,Standard,98.23644927536232,False
186,2,Booking.com,2026-03-12,93.66,Suite,98.23644927536232,False
187,2,Booking.com,2026-03-19,93.28,Standard,98.23644927536232,False
188,2,Booking.com,2026-03-26,104.67,Standard,98.23644927536232,False
189,2,Booking.com,2026-04-02,110.91,Standard,98.23644927536232,False
190,2,Booking.com,2026-04-09,102.08,Standard,98.23644927536232,False
191,2,Booking.com,2026-04-16,101.93,Deluxe,98.23644927536232,False
192,2,Booking.com,2026-04-23,109.86,Standard,98.23644927536232,False
193,2,Booking.com,2026-04-30,108.91,Deluxe,98.23644927536232,False
194,2,Booking.com,2026-05-07,99.7,Standard,98.23644927536232,False
195,2,Booking.com,2026-05-14,108.35,Deluxe,98.23644927536232,False
196,2,Booking.com,2026-05-21,100.71,Standard,98.23644927536232,False
197,2,Booking.com,2026-05-28,101.88,Suite,98.23644927536232,False
198,2,Booking.com,2026-06-04,99.69,Suite,98.23644927536232,False
199,2,Booking.com,2026-06-11,98.2,Deluxe,98.23644927536232,False
200,2,Booking.com,2026-06-18,105.27,Standard,98.23644927536232,False
201,2,Booking.com,2026-06-25,97.49,Standard,98.23644927536232,False
202,2,Booking.com,2026-07-02,105.48,Standard,98.23644927536232,False
203,2,Booking.com,2026-07-09,105.32,Standard,98.23644927536232,False
204,2,Booking.com,2026-07-16,103.89,Standard,98.23644927536232,False
205,2,Booking.com,2026-07-23,102.31,Deluxe,98.23644927536232,False
206,2,Booking.com,2026-07-30,101.32,Standard,98.23644927536232,False
207,2,Booking.com,2026-08-06,99.08,Deluxe,98.23644927536232,False
208,2,Booking.com,2026-08-13,112.26,Standard,98.23644927536232,False
209,2,Booking.com,2026-08-20,103.67,Standard,98.23644927536232,False
210,2,Booking.com,2026-08-27,103.5,Suite,98.23644927536232,False
211,2,Hotels.com,2026-01-01,96.42,Standard,98.23644927536232,False
212,2,Hotels.com,2026-01-08,108.73,Suite,98.23644927536232,False
213,2,Hotels.com,2026-01-15,102.18,Standard,98.23644927536232,False
214,2,Hotels.com,2026-01-22,94.61,Deluxe,98.23644927536232,False
215,2,Hotels.com,2026-01-29,95.63,Deluxe,98.23644927536232,False
216,2,Hotels.com,2026-02-05,93.39,Standard,98.23644927536232,False
217,2,Hotels.com,2026-02-12,87.98,Standard,98.23644927536232,False
218,2,Hotels.com,2026-02-19,94.02,Standard,98.23644927536232,False
219,2,Hotels.com,2026-02-26,95.38,Deluxe,98.23644927536232,False
220,2,Hotels.com,2026-03-05,96.2,Suite,98.23644927536232,False
221,2,Hotels.com,2026-03-12,101.18,Standard,98.23644927536232,False
222,2,Hotels.com,2026-03-19,97.69,Suite,98.23644927536232,False
223,2,Hotels.com,2026-03-26,101.26,Standard,98.23644927536232,False
224,2,Hotels.com,2026-04-02,98.26,Standard,98.23644927536232,False
225,2,Hotels.com,2026-04-09,97.81,Standard,98.23644927536232,False
226,2,Hotels.com,2026-04-16,98.68,Deluxe,98.23644927536232,False
227,2,Hotels.com,2026-04-23,91.55,Standard,98.23644927536232,False
228,2,Hotels.com,2026-04-30,99.34,Deluxe,98.23644927536232,False
229,2,Hotels.com,2026-05-07,94.04,Standard,98.23644927536232,False
230,2,Hotels.com,2026-05-14,94.19,Standard,98.23644927536232,False
231,2,Hotels.com,2026-05-21,95.71,Standard,98.23644927536232,False
232,2,Hotels.com,2026-05-28,93.61,Standard,98.23644927536232,False
233,2,Hotels.com,2026-06-04,90.62,Standard,98.23644927536232,False
234,2,Hotels.com,2026-06-11,95.35,Standard,98.23644927536232,False
235,2,Hotels.com,2026-06-18,94.21,Standard,98.23644927536232,False
236,2,Hotels.com,2026-06-25,94.05,Deluxe,98.23644927536232,False
237,2,Hotels.com,2026-07-02,94.87,Standard,98.23644927536232,False
238,2,Hotels.com,2026-07-09,85.34,Deluxe,98.23644927536232,False
239,2,Hotels.com,2026-07-16,94.08,Deluxe,98.23644927536232,False
240,2,Hotels.com,2026-07-23,101.92,Standard,98.23644927536232,False
241,2,Hotels.com,2026-07-30,101.48,Standard,98.23644927536232,False
242,2,Hotels.com,2026-08-06,95.51,Standard,98.23644927536232,False
243,2,Hotels.com,2026-08-13,95.35,Standard,98.23644927536232,False
244,2,Hotels.com,2026-08-20,84.28,Standard,98.23644927536232,False
245,2,Hotels.com,2026-08-27,92.75,Deluxe,98.23644927536232,False
246,2,Agoda,2026-01-01,107.52,Standard,98.23644927536232,False
247,2,Agoda,2026-01-08,110.39,Deluxe,98.23644927536232,False
248,2,Agoda,2026-01-15,106.0,Suite,98.23644927536232,False
249,2,Agoda,2026-01-22,106.47,Deluxe,98.23644927536232,False
250,2,Agoda,2026-01-29,108.7,Standard,98.23644927536232,False
251,2,Agoda,2026-02-05,105.04,Suite,98.23644927536232,False
252,2,Agoda,2026-02-12,92.16,Standard,98.23644927536232,False
253,2,Agoda,2026-02-19,98.8,Deluxe,98.23644927536232,False
254,2,Agoda,2026-02-26,103.7,Deluxe,98.23644927536232,False
255,2,Agoda,2026-03-05,99.86,Standard,98.23644927536232,False
256,2,Agoda,2026-03-12,117.94,Deluxe,98.23644927536232,False
257,2,Agoda,2026-03-19,102.87,Standard,98.23644927536232,False
258,2,Agoda,2026-03-26,99.0,Standard,98.23644927536232,False
259,2,Agoda,2026-04-02,104.42,Standard,98.23644927536232,False
260,2,Agoda,2026-04-09,104.59,Deluxe,98.23644927536232,False
261,2,Agoda,2026-04-16,101.03,Standard,98.23644927536232,False
262,2,Agoda,2026-04-23,106.96,Standard,98.23644927536232,False
263,2,Agoda,2026-04-30,98.1,Standard,98.23644927536232,False
264,2,Agoda,2026-05-07,100.83,Standard,98.23644927536232,False
265,2,Agoda,2026-05-14,104.98,Standard,98.23644927536232,False
266,2,Agoda,2026-05-21,103.38,Deluxe,98.23644927536232,False
267,2,Agoda,2026-05-28,108.26,Deluxe,98.23644927536232,False
268,2,Agoda,2026-06-04,113.08,Standard,98.23644927536232,False
269,2,Agoda,2026-06-11,103.69,Standard,98.23644927536232,False
270,2,Agoda,2026-06-18,115.19,Standard,98.23644927536232,False
271,2,Agoda,2026-06-25,98.59,Deluxe,98.23644927536232,False
272,2,Agoda,2026-07-02,112.83,Standard,98.23644927536232,False
273,2,Agoda,2026-07-09,98.09,Standard,98.23644927536232,False
274,2,Agoda,2026-07-16,107.24,Standard,98.23644927536232,False
275,2,Agoda,2026-07-23,101.62,Standard,98.23644927536232,False
276,2,Agoda,2026-07-30,101.3,Standard,98.23644927536232,False
278,2,Agoda,2026-08-13,109.69,Standard,98.23644927536232,False
280,2,Agoda,2026-08-27,91.11,Standard,98.23644927536232,False
281,2,Expedia,2026-01-01,79.79,Standard,98.23644927536232,False
282,2,Expedia,2026-01-08,95.86,Deluxe,98.23644927536232,False
283,2,Expedia,2026-01-15,95.7,Standard,98.23644927536232,False
284,2,Expedia,2026-01-22,93.42,Standard,98.23644927536232,False
285,2,Expedia,2026-01-29,92.26,Standard,98.23644927536232,False
286,2,Expedia,2026-02-05,87.31,Standard,98.23644927536232,False
287,2,Expedia,2026-02-12,92.45,Standard,98.23644927536232,False
288,2,Expedia,2026-02-19,84.86,Standard,98.23644927536232,False
289,2,Expedia,2026-02-26,90.29,Standard,98.23644927536232,False
290,2,Expedia,2026-03-05,86.34,Standard,98.23644927536232,False
291,2,Expedia,2026-03-12,92.47,Standard,98.23644927536232,False
292,2,Expedia,2026-03-19,96.88,Deluxe,98.23644927536232,False
293,2,Expedia,2026-03-26,85.4,Standard,98.23644927536232,False
294,2,Expedia,2026-04-02,87.52,Standard,98.23644927536232,False
295,2,Expedia,2026-04-09,90.21,Suite,98.23644927536232,False
296,2,Expedia,2026-04-16,81.78,Standard,98.23644927536232,False
297,2,Expedia,2026-04-23,82.89,Standard,98.23644927536232,False
298,2,Expedia,2026-04-30,96.72,Standard,98.23644927536232,False
299,2,Expedia,2026-05-07,91.26,Standard,98.23644927536232,False
300,2,Expedia,2026-05-14,87.08,Standard,98.23644927536232,False
301,2,Expedia,2026-05-21,89.73,Standard,98.23644927536232,False
302,2,Expedia,2026-05-28,87.74,Deluxe,98.23644927536232,False
303,2,Expedia,2026-06-04,90.34,Standard,98.23644927536232,False
304,2,Expedia,2026-06-11,87.89,Deluxe,98.23644927536232,False
305,2,Expedia,2026-06-18,89.38,Deluxe,98.23644927536232,False
306,2,Expedia,2026-06-25,92.88,Standard,98.23644927536232,False
307,2,Expedia,2026-07-02,92.57,Standard,98.23644927536232,False
308,2,Expedia,2026-07-09,96.42,Standard,98.23644927536232,False
309,2,Expedia,2026-07-16,91.58,Standard,98.23644927536232,False
310,2,Expedia,2026-07-23,90.01,Standard,98.23644927536232,False
311,2,Expedia,2026-07-30,97.19,Standard,98.23644927536232,False
312,2,Expedia,2026-08-06,88.92,Deluxe,98.23644927536232,False
313,2,Expedia,2026-08-13,80.15,Standard,98.23644927536232,False
314,2,Expedia,2026-08-20,93.48,Standard,98.23644927536232,False
315,2,Expedia,2026-08-27,91.03,Standard,98.23644927536232,False
316,3,HRS,2026-01-01,122.9,Deluxe,124.34558823529412,False
317,3,HRS,2026-01-08,112.28,Standard,124.34558823529412,False
318,3,HRS,2026-01-15,130.97,Suite,124.34558823529412,False
319,3,HRS,2026-01-22,121.5,Standard,124.34558823529412,False
320,3,HRS,2026-01-29,119.59,Deluxe,124.34558823529412,False
321,3,HRS,2026-02-05,112.56,Deluxe,124.34558823529412,False
323,3,HRS,2026-02-19,110.07,Deluxe,124.34558823529412,False
324,3,HRS,2026-02-26,133.4,Standard,124.34558823529412,False
325,3,HRS,2026-03-05,123.47,Standard,124.34558823529412,False
326,3,HRS,2026-03-12,130.71,Deluxe,124.34558823529412,False
327,3,HRS,2026-03-19,128.19,Standard,124.34558823529412,False
328,3,HRS,2026-03-26,137.19,Standard,124.34558823529412,False
329,3,HRS,2026-04-02,128.02,Standard,124.34558823529412,False
330,3,HRS,2026-04-09,133.14,Standard,124.34558823529412,False
331,3,HRS,2026-04-16,122.13,Standard,124.34558823529412,False
332,3,HRS,2026-04-23,115.84,Standard,124.34558823529412,False
333,3,HRS,2026-04-30,131.74,Standard,124.34558823529412,False
334,3,HRS,2026-05-07,115.67,Standard,124.34558823529412,False
335,3,HRS,2026-05-14,130.32,Standard,124.34558823529412,False
336,3,HRS,2026-05-21,118.9,Suite,124.34558823529412,False
337,3,HRS,2026-05-28,127.35,Deluxe,124.34558823529412,False
339,3,HRS,2026-06-11,129.79,Deluxe,124.34558823529412,False
340,3,HRS,2026-06-18,124.31,Standard,124.34558823529412,False
341,3,HRS,2026-06-25,128.34,Standard,124.34558823529412,False
342,3,HRS,2026-07-02,122.35,Suite,124.34558823529412,False
343,3,HRS,2026-07-09,140.17,Standard,124.34558823529412,False
344,3,HRS,2026-07-16,121.06,Standard,124.34558823529412,False
345,3,HRS,2026-07-23,124.97,Standard,124.34558823529412,False
346,3,HRS,2026-07-30,129.19,Deluxe,124.34558823529412,False
347,3,HRS,2026-08-06,127.87,Deluxe,124.34558823529412,False
348,3,HRS,2026-08-13,128.59,Standard,124.34558823529412,False
349,3,HRS,2026-08-20,122.47,Standard,124.34558823529412,False
350,3,HRS,2026-08-27,124.06,Standard,124.34558823529412,False
351,3,Agoda,2026-01-01,119.86,Standard,124.34558823529412,False
352,3,Agoda,2026-01-08,128.74,Standard,124.34558823529412,False
353,3,Agoda,2026-01-15,123.83,Standard,124.34558823529412,False
354,3,Agoda,2026-01-22,139.4,Deluxe,124.34558823529412,False
355,3,Agoda,2026-01-29,121.29,Suite,124.34558823529412,False
356,3,Agoda,2026-02-05,133.89,Suite,124.34558823529412,False
357,3,Agoda,2026-02-12,131.07,Deluxe,124.34558823529412,False
358,3,Agoda,2026-02-19,134.88,Standard,124.34558823529412,False
359,3,Agoda,2026-02-26,133.14,Suite,124.34558823529412,False
360,3,Agoda,2026-03-05,139.27,Standard,124.34558823529412,False
361,3,Agoda,2026-03-12,129.15,Standard,124.34558823529412,False
362,3,Agoda,2026-03-19,119.73,Standard,124.34558823529412,False
363,3,Agoda,2026-03-26,139.42,Standard,124.34558823529412,False
364,3,Agoda,2026-04-02,133.44,Standard,124.34558823529412,False
365,3,Agoda,2026-04-09,126.82,Deluxe,124.34558823529412,False
366,3,Agoda,2026-04-16,127.67,Standard,124.34558823529412,False
367,3,Agoda,2026-04-23,118.95,Suite,124.34558823529412,False
368,3,Agoda,2026-04-30,135.18,Standard,124.34558823529412,False
369,3,Agoda,2026-05-07,135.01,Suite,124.34558823529412,False
370,3,Agoda,2026-05-14,138.99,Standard,124.34558823529412,False
371,3,Agoda,2026-05-21,129.89,Standard,124.34558823529412,False
372,3,Agoda,2026-05-28,127.42,Standard,124.34558823529412,False
373,3,Agoda,2026-06-04,132.91,Standard,124.34558823529412,False
374,3,Agoda,2026-06-11,131.17,Standard,124.34558823529412,False
375,3,Agoda,2026-06-18,128.48,Deluxe,124.34558823529412,False
376,3,Agoda,2026-06-25,120.94,Suite,124.34558823529412,False
377,3,Agoda,2026-07-02,140.2,Standard,124.34558823529412,False
378,3,Agoda,2026-07-09,145.86,Standard,124.34558823529412,False
379,3,Agoda,2026-07-16,137.6,Standard,124.34558823529412,False
380,3,Agoda,2026-07-23,129.8,Standard,124.34558823529412,False
381,3,Agoda,2026-07-30,133.79,Standard,124.34558823529412,False
382,3,Agoda,2026-08-06,132.42,Deluxe,124.34558823529412,False
383,3,Agoda,2026-08-13,136.64,Standard,124.34558823529412,False
384,3,Agoda,2026-08-20,135.52,Standard,124.34558823529412,False
385,3,Agoda,2026-08-27,129.45,Standard,124.34558823529412,False
386,3,Hotels.com,2026-01-01,108.27,Standard,124.34558823529412,False
387,3,Hotels.com,2026-01-08,117.42,Standard,124.34558823529412,False
388,3,Hotels.com,2026-01-15,100.49,Standard,124.34558823529412,False
389,3,Hotels.com,2026-01-22,124.52,Standard,124.34558823529412,False
390,3,Hotels.com,2026-01-29,120.04,Standard,124.34558823529412,False
391,3,Hotels.com,2026-02-05,126.39,Deluxe,124.34558823529412,False
392,3,Hotels.com,2026-02-12,119.62,Suite,124.34558823529412,False
393,3,Hotels.com,2026-02-19,126.85,Deluxe,124.34558823529412,False
394,3,Hotels.com,2026-02-26,114.41,Standard,124.34558823529412,False
395,3,Hotels.com,2026-03-05,120.92,Deluxe,124.34558823529412,False
396,3,Hotels.com,2026-03-12,115.58,Standard,124.34558823529412,False
397,3,Hotels.com,2026-03-19,117.24,Deluxe,124.34558823529412,False
398,3,Hotels.com,2026-03-26,118.45,Standard,124.34558823529412,False
399,3,Hotels.com,2026-04-02,120.02,Deluxe,124.34558823529412,False
400,3,Hotels.com,2026-04-09,113.64,Standard,124.34558823529412,False
401,3,Hotels.com,2026-04-16,120.62,Deluxe,124.34558823529412,False
402,3,Hotels.com,2026-04-23,118.15,Deluxe,124.34558823529412,False
403,3,Hotels.com,2026-04-30,109.89,Standard,124.34558823529412,False
404,3,Hotels.com,2026-05-07,107.49,Standard,124.34558823529412,False
