offer_id,hotel_id,provider_name,date_scraped,price_eur,room_type
257,2,Agoda,2026-03-19,102.87,Standard
258,2,Agoda,2026-03-26,99.0,Standard
259,2,Agoda,2026-04-02,104.42,Standard
260,2,Agoda,2026-04-09,104.59,Deluxe
261,2,Agoda,2026-04-16,101.03,Standard
262,2,Agoda,2026-04-23,106.96,Standard
263,2,Agoda,2026-04-30,98.1,Standard
264,2,Agoda,2026-05-07,100.83,Standard
265,2,Agoda,2026-05-14,104.98,Standard
266,2,Agoda,2026-05-21,103.38,Deluxe
267,2,Agoda,2026-05-28,108.26,Deluxe
268,2,Agoda,2026-06-04,113.08,Standard
269,2,Agoda,2026-06-11,103.69,Standard
270,2,Agoda,2026-06-18,115.19,Standard
271,2,Agoda,2026-06-25,98.59,Deluxe
272,2,Agoda,2026-07-02,112.83,Standard
273,2,Agoda,2026-07-09,98.09,Standard
274,2,Agoda,2026-07-16,107.24,Standard
275,2,Agoda,2026-07-23,101.62,Standard
276,2,Agoda,2026-07-30,101.3,Standard
277,2,Agoda,2026-08-06,,Standard
278,2,Agoda,2026-08-13,109.69,Standard
279,2,Agoda,2026-08-20,,Suite
280,2,Agoda,2026-08-27,91.11,Standard
281,2,Expedia,2026-01-01,79.79,Standard
282,2,Expedia,2026-01-08,95.86,Deluxe
283,2,Expedia,2026-01-15,95.7,Standard
284,2,Expedia,2026-01-22,93.42,Standard
285,2,Expedia,2026-01-29,92.26,Standard
286,2,Expedia,2026-02-05,87.31,Standard
287,2,Expedia,2026-02-12,92.45,Standard
288,2,Expedia,2026-02-19,84.86,Standard
289,2,Expedia,2026-02-26,90.29,Standard
290,2,Expedia,2026-03-05,86.34,Standard
291,2,Expedia,2026-03-12,92.47,Standard
292,2,Expedia,2026-03-19,96.88,Deluxe
293,2,Expedia,2026-03-26,85.4,Standard
294,2,Expedia,2026-04-02,87.52,Standard
295,2,Expedia,2026-04-09,90.21,Suite
296,2,Expedia,2026-04-16,81.78,Standard
297,2,Expedia,2026-04-23,82.89,Standard
298,2,Expedia,2026-04-30,96.72,Standard
299,2,Expedia,2026-05-07,91.26,Standard
300,2,Expedia,2026-05-14,87.08,Standard
301,2,Expedia,2026-05-21,89.73,Standard
302,2,Expedia,2026-05-28,87.74,Deluxe
303,2,Expedia,2026-06-04,90.34,Standard
304,2,Expedia,2026-06-11,87.89,Deluxe
305,2,Expedia,2026-06-18,89.38,Deluxe
306,2,Expedia,2026-06-25,92.88,Standard
307,2,Expedia,2026-07-02,92.57,Standard
308,2,Expedia,2026-07-09,96.42,Standard
309,2,Expedia,2026-07-16,91.58,Standard
310,2,Expedia,2026-07-23,90.01,Standard
311,2,Expedia,2026-07-30,97.19,Standard
312,2,Expedia,2026-08-06,88.92,Deluxe
313,2,Expedia,2026-08-13,80.15,Standard
314,2,Expedia,2026-08-20,93.48,Standard
315,2,Expedia,2026-08-27,91.03,Standard
316,3,HRS,2026-01-01,122.9,Deluxe
317,3,HRS,2026-01-08,112.28,Standard
318,3,HRS,2026-01-15,130.97,Suite
319,3,HRS,2026-01-22,121.5,Standard
320,3,HRS,2026-01-29,119.59,Deluxe
321,3,HRS,2026-02-05,112.56,Deluxe
322,3,HRS,2026-02-12,,Standard
323,3,HRS,2026-02-19,110.07,Deluxe
324,3,HRS,2026-02-26,133.4,Standard
325,3,HRS,2026-03-05,123.47,Standard
326,3,HRS,2026-03-12,130.71,Deluxe
327,3,HRS,2026-03-19,128.19,Standard
328,3,HRS,2026-03-26,137.19,Standard
329,3,HRS,2026-04-02,128.02,Standard
330,3,HRS,2026-04-09,133.14,Standard
331,3,HRS,2026-04-16,122.13,Standard
332,3,HRS,2026-04-23,115.84,Standard
333,3,HRS,2026-04-30,131.74,Standard
334,3,HRS,2026-05-07,115.67,Standard
335,3,HRS,2026-05-14,130.32,Standard
336,3,HRS,2026-05-21,118.9,Suite
337,3,HRS,2026-05-28,127.35,Deluxe
338,3,HRS,2026-06-04,,Standard
339,3,HRS,2026-06-11,129.79,Deluxe
340,3,HRS,2026-06-18,124.31,Standard
341,3,HRS,2026-06-25,128.34,Standard
342,3,HRS,2026-07-02,122.35,Suite
343,3,HRS,2026-07-09,140.17,Standard
344,3,HRS,2026-07-16,121.06,Standard
345,3,HRS,2026-07-23,124.97,Standard
346,3,HRS,2026-07-30,129.19,Deluxe
347,3,HRS,2026-08-06,127.87,Deluxe
348,3,HRS,2026-08-13,128.59,Standard
349,3,HRS,2026-08-20,122.47,Standard
350,3,HRS,2026-08-27,124.06,Standard
351,3,Agoda,2026-01-01,119.86,Standard
352,3,Agoda,2026-01-08,128.74,Standard
353,3,Agoda,2026-01-15,123.83,Standard
354,3,Agoda,2026-01-22,139.4,Deluxe
355,3,Agoda,2026-01-29,121.29,Suite
356,3,Agoda,2026-02-05,133.89,Suite
357,3,Agoda,2026-02-12,131.07,Deluxe
358,3,Agoda,2026-02-19,134.88,Standard
359,3,Agoda,2026-02-26,133.14,Suite
360,3,Agoda,2026-03-05,139.27,Standard
361,3,Agoda,2026-03-12,129.15,Standard
362,3,Agoda,2026-03-19,119.73,Standard
363,3,Agoda,2026-03-26,139.42,Standard
364,3,Agoda,2026-04-02,133.44,Standard
365,3,Agoda,2026-04-09,126.82,Deluxe
366,3,Agoda,2026-04-16,127.67,Standard
367,3,Agoda,2026-04-23,118.95,Suite
368,3,Agoda,2026-04-30,135.18,Standard
369,3,Agoda,2026-05-07,135.01,Suite
370,3,Agoda,2026-05-14,138.99,Standard
371,3,Agoda,2026-05-21,129.89,Standard
372,3,Agoda,2026-05-28,127.42,Standard
373,3,Agoda,2026-06-04,132.91,Standard
374,3,Agoda,2026-06-11,131.17,Standard
375,3,Agoda,2026-06-18,128.48,Deluxe
376,3,Agoda,2026-06-25,120.94,Suite
377,3,Agoda,2026-07-02,140.2,Standard
378,3,Agoda,2026-07-09,145.86,Standard
379,3,Agoda,2026-07-16,137.6,Standard
380,3,Agoda,2026-07-23,129.8,Standard
381,3,Agoda,2026-07-30,133.79,Standard
382,3,Agoda,2026-08-06,132.42,Deluxe
383,3,Agoda,2026-08-13,136.64,Standard
384,3,Agoda,2026-08-20,135.52,Standard
385,3,Agoda,2026-08-27,129.45,Standard
386,3,Hotels.com,2026-01-01,108.27,Standard
387,3,Hotels.com,2026-01-08,117.42,Standard
388,3,Hotels.com,2026-01-15,100.49,Standard
389,3,Hotels.com,2026-01-22,124.52,Standard
390,3,Hotels.com,2026-01-29,120.04,Standard
391,3,Hotels.com,2026-02-05,126.39,Deluxe
392,3,Hotels.com,2026-02-12,119.62,Suite
393,3,Hotels.com,2026-02-19,126.85,Deluxe
394,3,Hotels.com,2026-02-26,114.41,Standard
395,3,Hotels.com,2026-03-05,120.92,Deluxe
396,3,Hotels.com,2026-03-12,115.58,Standard
397,3,Hotels.com,2026-03-19,117.24,Deluxe
398,3,Hotels.com,2026-03-26,118.45,Standard
399,3,Hotels.com,2026-04-02,120.02,Deluxe
400,3,Hotels.com,2026-04-09,113.64,Standard
401,3,Hotels.com,2026-04-16,120.62,Deluxe
402,3,Hotels.com,2026-04-23,118.15,Deluxe
403,3,Hotels.com,2026-04-30,109.89,Standard
404,3,Hotels.com,2026-05-07,107.49,Standard
405,3,Hotels.com,2026-05-14,124.54,Deluxe
406,3,Hotels.com,2026-05-21,104.58,Deluxe
407,3,Hotels.com,2026-05-28,116.95,Standard
408,3,Hotels.com,2026-06-04,109.32,Standard
409,3,Hotels.com,2026-06-11,127.97,Standard
410,3,Hotels.com,2026-06-18,121.23,Deluxe
411,3,Hotels.com,2026-06-25,119.86,Deluxe
412,3,Hotels.com,2026-07-02,113.14,Standard
413,3,Hotels.com,2026-07-09,109.82,Standard
414,3,Hotels.com,2026-07-16,118.96,Standard
415,3,Hotels.com,2026-07-23,117.78,Standard
416,3,Hotels.com,2026-07-30,111.59,Standard
417,3,Hotels.com,2026-08-06,111.4,Deluxe
418,3,Hotels.com,2026-08-13,,Deluxe
419,3,Hotels.com,2026-08-20,110.94,Deluxe
420,3,Hotels.com,2026-08-27,114.23,Standard
421,4,Booking.com,2026-01-01,151.07,Standard
422,4,Booking.com,2026-01-08,137.82,Standard
423,4,Booking.com,2026-01-15,143.5,Standard
424,4,Booking.com,2026-01-22,125.8,Deluxe
425,4,Booking.com,2026-01-29,132.44,Standard
426,4,Booking.com,2026-02-05,135.19,Deluxe
427,4,Booking.com,2026-02-12,128.65,Deluxe
428,4,Booking.com,2026-02-19,135.75,Suite
429,4,Booking.com,2026-02-26,134.44,Standard
430,4,Booking.com,2026-03-05,145.58,Standard
431,4,Booking.com,2026-03-12,122.69,Standard
432,4,Booking.com,2026-03-19,141.17,Standard
433,4,Booking.com,2026-03-26,144.09,Deluxe
434,4,Booking.com,2026-04-02,151.15,Standard
435,4,Booking.com,2026-04-09,142.5,Deluxe
436,4,Booking.com,2026-04-16,130.96,Deluxe
437,4,Booking.com,2026-04-23,135.56,Standard
438,4,Booking.com,2026-04-30,138.98,Standard
439,4,Booking.com,2026-05-07,146.72,Suite
440,4,Booking.com,2026-05-14,125.12,Standard
441,4,Booking.com,2026-05-21,141.14,Standard
442,4,Booking.com,2026-05-28,126.59,Standard
443,4,Booking.com,2026-06-04,133.36,Standard
444,4,Booking.com,2026-06-11,127.9,Deluxe
445,4,Booking.com,2026-06-18,132.35,Standard
446,4,Booking.com,2026-06-25,142.91,Standard
447,4,Booking.com,2026-07-02,134.66,Standard
448,4,Booking.com,2026-07-09,131.75,Deluxe
449,4,Booking.com,2026-07-16,130.9,Standard
450,4,Booking.com,2026-07-23,129.36,Standard
451,4,Booking.com,2026-07-30,142.37,Standard
452,4,Booking.com,2026-08-06,137.53,Deluxe
453,4,Booking.com,2026-08-13,139.7,Standard
454,4,Booking.com,2026-08-20,127.37,Standard
455,4,Booking.com,2026-08-27,137.56,Standard
456,4,Hotels.com,2026-01-01,121.48,Standard
457,4,Hotels.com,2026-01-08,118.5,Deluxe
458,4,Hotels.com,2026-01-15,115.22,Standard
459,4,Hotels.com,2026-01-22,109.74,Standard
460,4,Hotels.com,2026-01-29,125.04,Standard
461,4,Hotels.com,2026-02-05,116.7,Standard
462,4,Hotels.com,2026-02-12,111.0,Deluxe
463,4,Hotels.com,2026-02-19,115.06,Suite
464,4,Hotels.com,2026-02-26,122.12,Standard
465,4,Hotels.com,2026-03-05,120.84,Standard
466,4,Hotels.com,2026-03-12,113.04,Deluxe
467,4,Hotels.com,2026-03-19,126.18,Standard
468,4,Hotels.com,2026-03-26,110.93,Standard
469,4,Hotels.com,2026-04-02,127.52,Standard
470,4,Hotels.com,2026-04-09,120.58,Suite
471,4,Hotels.com,2026-04-16,117.12,Standard
472,4,Hotels.com,2026-04-23,117.91,Standard
473,4,Hotels.com,2026-04-30,119.88,Suite
474,4,Hotels.com,2026-05-07,122.59,Standard
475,4,Hotels.com,2026-05-14,108.81,Standard
476,4,Hotels.com,2026-05-21,114.88,Standard
477,4,Hotels.com,2026-05-28,119.69,Deluxe
478,4,Hotels.com,2026-06-04,126.43,Suite
479,4,Hotels.com,2026-06-11,126.17,Deluxe
480,4,Hotels.com,2026-06-18,128.91,Standard
481,4,Hotels.com,2026-06-25,125.85,Standard
482,4,Hotels.com,2026-07-02,114.45,Deluxe
483,4,Hotels.com,2026-07-09,119.31,Deluxe
484,4,Hotels.com,2026-07-16,125.89,Deluxe
485,4,Hotels.com,2026-07-23,125.23,Deluxe
486,4,Hotels.com,2026-07-30,118.2,Deluxe
487,4,Hotels.com,2026-08-06,122.42,Deluxe
488,4,Hotels.com,2026-08-13,116.66,Standard
489,4,Hotels.com,2026-08-20,110.51,Standard
490,4,Hotels.com,2026-08-27,118.7,Standard
491,4,Agoda,2026-01-01,131.51,Suite
492,4,Agoda,2026-01-08,144.9,Deluxe
493,4,Agoda,2026-01-15,133.61,Standard
494,4,Agoda,2026-01-22,125.56,Deluxe
495,4,Agoda,2026-01-29,124.25,Deluxe
496,4,Agoda,2026-02-05,137.11,Suite
497,4,Agoda,2026-02-12,128.74,Deluxe
498,4,Agoda,2026-02-19,148.48,Suite
499,4,Agoda,2026-02-26,131.49,Standard
500,4,Agoda,2026-03-05,136.25,Standard
501,4,Agoda,2026-03-12,131.47,Standard
502,4,Agoda,2026-03-19,125.35,Deluxe
503,4,Agoda,2026-03-26,139.3,Deluxe
504,4,Agoda,2026-04-02,125.23,Deluxe
505,4,Agoda,2026-04-09,138.72,Deluxe
506,4,Agoda,2026-04-16,134.32,Standard
507,4,Agoda,2026-04-23,129.25,Standard
508,4,Agoda,2026-04-30,144.6,Standard
509,4,Agoda,2026-05-07,140.59,Deluxe
510,4,Agoda,2026-05-14,137.92,Standard
511,4,Agoda,2026-05-21,142.18,Standard
512,4,Agoda,2026-05-28,125.52,Deluxe
513,4,Agoda,2026-06-04,132.61,Standard
514,4,Agoda,2026-06-11,139.03,Deluxe
515,4,Agoda,2026-06-18,152.41,Standard
516,4,Agoda,2026-06-25,,Suite
517,4,Agoda,2026-07-02,132.87,Deluxe
518,4,Agoda,2026-07-09,120.39,Standard
519,4,Agoda,2026-07-16,149.2,Standard
520,4,Agoda,2026-07-23,138.0,Standard
521,4,Agoda,2026-07-30,135.12,Deluxe
522,4,Agoda,2026-08-06,120.73,Standard
523,4,Agoda,2026-08-13,135.46,Suite
524,4,Agoda,2026-08-20,137.1,Suite
525,4,Agoda,2026-08-27,132.63,Standard
526,4,HRS,2026-01-01,133.28,Standard
527,4,HRS,2026-01-08,122.45,Suite
528,4,HRS,2026-01-15,133.79,Standard
529,4,HRS,2026-01-22,120.7,Standard
530,4,HRS,2026-01-29,127.12,Deluxe
531,4,HRS,2026-02-05,126.08,Deluxe
532,4,HRS,2026-02-12,125.29,Deluxe
533,4,HRS,2026-02-19,123.38,Standard
534,4,HRS,2026-02-26,117.99,Standard
535,4,HRS,2026-03-05,121.46,Standard
536,4,HRS,2026-03-12,124.19,Standard
537,4,HRS,2026-03-19,129.86,Standard
538,4,HRS,2026-03-26,,Deluxe
539,4,HRS,2026-04-02,123.0,Deluxe
540,4,HRS,2026-04-09,123.54,Standard
541,4,HRS,2026-04-16,121.75,Suite
542,4,HRS,2026-04-23,122.49,Standard
543,4,HRS,2026-04-30,133.61,Standard
544,4,HRS,2026-05-07,137.48,Deluxe
545,4,HRS,2026-05-14,120.12,Standard
546,4,HRS,2026-05-21,119.2,Deluxe
547,4,HRS,2026-05-28,122.66,Standard
548,4,HRS,2026-06-04,119.99,Standard
549,4,HRS,2026-06-11,118.95,Standard
550,4,HRS,2026-06-18,120.84,Deluxe
551,4,HRS,2026-06-25,123.79,Deluxe
552,4,HRS,2026-07-02,118.45,Standard
553,4,HRS,2026-07-09,133.74,Suite
554,4,HRS,2026-07-16,118.12,Standard
555,4,HRS,2026-07-23,119.55,Deluxe
556,4,HRS,2026-07-30,131.78,Standard
557,4,HRS,2026-08-06,111.22,Suite
