click_id,session_id,hotel_id,provider_name,list_position
769,2028,131,Hotels.com,16
770,2031,8,Booking.com,11
771,2036,58,Agoda,3
772,2044,81,Agoda,1
773,2045,171,Hotels.com,2
774,2048,183,HRS,11
775,2049,152,HRS,18
776,2054,22,Booking.com,15
777,2056,145,Agoda,19
778,2057,49,HRS,17
779,2058,134,HRS,19
780,2059,26,HRS,3
781,2060,191,HRS,16
782,2061,118,Booking.com,16
783,2062,91,Booking.com,10
784,2065,133,Hotels.com,1
785,2068,9,Agoda,8
786,2070,159,Booking.com,6
787,2076,165,Hotels.com,15
788,2084,167,Agoda,3
789,2087,147,Expedia,5
790,2088,80,Hotels.com,8
791,2089,147,Booking.com,5
792,2093,212,Hotels.com,10
793,2097,146,Booking.com,8
794,2099,128,Hotels.com,4
795,2107,52,Agoda,11
796,2108,40,Agoda,10
797,2111,120,Expedia,2
798,2118,166,Agoda,18
799,2119,136,Hotels.com,13
800,2124,76,HRS,13
801,2125,90,Booking.com,19
802,2127,68,Hotels.com,8
803,2128,8,Agoda,13
804,2130,74,HRS,3
805,2131,91,Hotels.com,18
806,2132,19,Agoda,12
807,2137,8,HRS,7
808,2140,1,Hotels.com,7
809,2144,18,HRS,4
810,2145,149,Agoda,15
811,2148,30,Hotels.com,5
812,2151,34,Agoda,16
813,2153,32,HRS,4
814,2156,133,HRS,4
815,2157,86,HRS,1
816,2163,219,Agoda,4
817,2166,213,Agoda,3
818,2167,166,HRS,5
819,2171,181,Hotels.com,12
820,2178,92,Booking.com,18
821,2185,98,Hotels.com,1
822,2191,102,Expedia,5
823,2194,125,Booking.com,4
824,2198,206,Agoda,3
825,2199,157,Booking.com,9
826,2201,23,Agoda,15
827,2202,11,Hotels.com,14
828,2205,158,Expedia,2
829,2209,215,Hotels.com,19
830,2211,199,HRS,11
831,2213,189,Expedia,11
832,2215,17,Agoda,15
833,2216,194,Expedia,11
834,2217,212,HRS,7
835,2219,194,Booking.com,17
836,2220,19,Booking.com,17
837,2223,173,Hotels.com,12
838,2224,32,Expedia,16
839,2225,173,Agoda,2
840,2228,205,Agoda,1
841,2229,153,HRS,9
842,2235,164,Booking.com,8
843,2236,76,Hotels.com,10
844,2237,183,Agoda,6
845,2238,43,HRS,11
846,2240,218,Agoda,19
847,2241,103,Booking.com,13
848,2242,103,Agoda,6
849,2244,2,Agoda,16
850,2245,66,Agoda,3
851,2248,91,HRS,16
852,2251,102,HRS,16
853,2253,24,Expedia,19
854,2254,27,Expedia,18
855,2258,90,Agoda,8
856,2259,63,Agoda,8
857,2263,91,HRS,5
858,2264,166,Expedia,18
859,2265,18,Expedia,12
860,2267,51,Expedia,2
861,2271,157,HRS,19
862,2277,174,HRS,4
863,2278,76,HRS,4
864,2280,50,Booking.com,2
865,2282,62,Expedia,6
866,2292,32,Agoda,1
867,2297,1,Agoda,7
868,2300,18,Hotels.com,17
869,2302,103,HRS,7
870,2303,142,Booking.com,4
871,2304,180,Expedia,16
872,2308,6,Expedia,11
873,2310,121,Expedia,13
874,2311,181,HRS,10
875,2313,86,Expedia,14
876,2319,115,HRS,2
877,2321,197,Agoda,18
878,2346,90,Hotels.com,3
879,2351,200,Expedia,7
880,2352,164,Expedia,2
881,2357,143,Agoda,16
882,2363,103,HRS,1
883,2364,202,Hotels.com,5
884,2366,97,Agoda,17
885,2367,152,Booking.com,15
886,2370,47,Agoda,3
887,2372,128,Agoda,7
888,2374,164,Agoda,16
889,2375,2,HRS,9
890,2376,148,Hotels.com,18
891,2378,21,Expedia,15
892,2381,109,Booking.com,12
893,2383,66,Agoda,17
894,2387,87,HRS,19
895,2388,205,HRS,12
896,2389,92,HRS,9
897,2392,58,Booking.com,7
898,2394,103,Expedia,6
899,2395,86,Agoda,19
900,2396,117,Booking.com,16
901,2398,190,Expedia,19
902,2399,168,Hotels.com,7
903,2401,143,HRS,15
904,2402,220,Hotels.com,15
905,2404,170,Booking.com,12
906,2405,176,Booking.com,8
907,2407,144,Agoda,12
908,2408,135,Booking.com,12
909,2409,114,HRS,3
910,2412,175,Agoda,10
911,2415,105,Booking.com,1
912,2417,38,Agoda,16
913,2418,138,Booking.com,6
914,2420,203,Hotels.com,4
915,2423,194,Booking.com,19
916,2424,29,Booking.com,7
917,2425,217,Agoda,4
918,2426,146,Hotels.com,3
919,2427,181,Expedia,8
920,2429,179,HRS,8
921,2430,15,Expedia,1
922,2431,38,Agoda,8
923,2435,82,Hotels.com,17
924,2436,145,Booking.com,8
925,2441,56,HRS,11
926,2442,76,HRS,3
927,2444,180,Hotels.com,9
928,2448,42,HRS,14
929,2452,51,Booking.com,11
930,2453,178,Booking.com,16
931,2455,89,Hotels.com,17
932,2457,103,Agoda,6
933,2463,31,Booking.com,12
934,2468,186,HRS,14
935,2469,74,HRS,9
936,2470,23,HRS,19
937,2471,111,Expedia,12
938,2473,119,Agoda,9
939,2475,160,HRS,8
940,2477,191,Expedia,4
941,2479,70,Hotels.com,2
942,2480,37,HRS,13
943,2481,105,Agoda,8
944,2486,197,Expedia,16
945,2488,32,Booking.com,19
946,2490,66,Agoda,7
947,2494,113,Hotels.com,15
948,2495,1,Expedia,18
949,2499,67,HRS,15
950,2501,169,Expedia,4
951,2503,101,Expedia,2
952,2504,177,Agoda,11
953,2505,57,HRS,9
954,2506,40,Agoda,5
955,2507,204,HRS,16
956,2509,80,HRS,7
957,2511,208,Agoda,12
958,2512,7,Booking.com,3
959,2513,186,Booking.com,10
960,2515,89,Agoda,14
961,2520,182,Agoda,12
962,2521,34,Agoda,3
963,2524,158,Hotels.com,2
964,2526,182,Expedia,13
965,2527,44,Expedia,15
966,2532,82,Hotels.com,19
967,2536,12,Booking.com,1
968,2537,12,Agoda,4
969,2538,14,Agoda,16
970,2541,174,HRS,13
971,2545,13,HRS,18
972,2554,107,HRS,17
973,2555,11,HRS,17
974,2558,53,Booking.com,10
975,2559,82,HRS,14
976,2566,105,Hotels.com,13
977,2568,211,Expedia,9
978,2570,50,Hotels.com,18
979,2572,158,Hotels.com,16
980,2582,167,HRS,17
981,2584,203,Booking.com,15
982,2587,203,Hotels.com,16
983,2588,145,Hotels.com,14
984,2592,178,Agoda,14
985,2596,147,Hotels.com,5
986,2598,195,HRS,12
987,2604,38,Hotels.com,8
988,2605,51,HRS,3
989,2608,15,HRS,15
990,2609,55,Expedia,6
991,2610,215,HRS,9
992,2613,178,HRS,5
993,2614,137,Expedia,2
994,2615,125,Booking.com,10
995,2617,169,Expedia,3
996,2618,49,Booking.com,7
